"date","stars","text","source","code"
"20.12.2016","3","Ich bin seit ca. 2004 Kundin der DKB und bisher sehr zufrieden. Wichtig war mir, dass ich im Ausland kostenlos Geld abheben kann und wenn Gebühren anfielen, bekam ich diese zurück.  Nun bin ich im letzten Urlaub voll in die Falle getappt. Die DKB hat zum 01.06.16 die Geschäftsbedingungen geändert und diese Änderung auch sicherlich jedem Kunden mitgeteilt, doch hab ich dies wohl übersehen ? Im Urlaub habe ich dann bei Freunden noch Werbung für meine Bank gemacht und für sie noch kostenlos Geld abgehoben. Nun sitze ich auf den Gebühren und die waren nicht günstig. Was mich am meisten ärgert ist, dass auf der ersten Seite der DKB noch immer steht -weltweit kostenlos Geld abheben- und erst nach dem dritten Klick zu lesen ist, wie es wirklich ist? Die Bank zeigt sich auch in keiner Weise kulant, schaaaade?","sparkonto.org","dkb"
"13.10.2016","1","Kostenfreie Girokonten ohne Voraussetzungen (kein Mindestgeldeingang, kostenlose Kontoführung) bieten in Deutschland nur noch die DKB, Consors, Comdirect, Norisbank und Wüstenrot an. Alle anderen haben stets irgendwo Haken oder Häkchen.  Die DKB kam in Frage, weil der Dispozins und der Überziehungszins nur 6,90 % betragen. Momentaufnahme, sicher. Neben der deutschen Skatbank der günstigste am Markt. Da hätte ich auch das ausgedünnte Filialnetz in Kauf genommen.  Zur Kontoeröffnung kam es aber gar nicht. Ich flog schon mit hohen Bogen bei der Kontoeröffnung raus. Wie konnte ich auch annehmen, dort Kunde zu werden? Allein schon der Gedanke ist strafbar........  Die Bank fährt bei der Prüfung der Bonität online offenbar scharfe Geschütze auf. Zuletzt kam der Hinweis: Ich solle mich doch an die Filalie wenden. Bei den derzeitigen Angaben zu meiner Person könnten sie mir kein Girokonto anbieten.  Angabe von Gründen: keine. Null komma nix.  Die Watschn saß.  Schufa, Creditreform usw. vermasselten mir die Tour. Vielleicht haben Sie bei drei oder fünf Auskunfteien angefragt.  Ich vermute, unter einem Durchschnittsscore von 93 bis 95 % bekommt man bei der DKB überhaupt nicht in den erlauchten Kreis, überhaupt über ein Girokonto nachdenken zu dürfen und sie suchen sich explizit die Vermögenden und bankentechnisch lukrativen Personen aus (keine Kredite, keine oder nur sehr wenige Kreditkarten). Wer hier ""gesündigt"" hat, fliegt bei der Onlineprüfung raus. So denke ich mir das.  Denen, die ""sauber"" sind,  kann man ja später auch noch Kredite etc. unterjubeln. Zumindest das bleibt mir erspart. Danke DKB!! Überhaupt Kredite: Die DKB langt bei den Vorfälligkeitsentschädigungen bei vorzeitiger Auflösung und Kündigung von Krediten ordentlich zu (Hintergründe: Scheidung; Hausverkauf; Krankheit usw.). Wer aus der Not heraus seinen Kredit kündigen möchte, kommt mit der DKB noch mehr in Not.  Hinzukommt, daß ihr die Verbraucherzentrale bzw. unabhängige Prüfer schon mehrmals nachweisen konnten, daß die Vorfälligkeitsentschädigungen stets erheblich zu Gunsten der Bank und zu Ungunsten des Kunden berechnet wurden. Das habe ich schon von mehreren Seiten gehört.  Zum ""Trost"": Die anderen Banken handeln hier auch nicht anders.  Das Girokonto habe ich nun bei der comdirect mit der Zufriedenheitsprämie eröffnet. Der Dispo beträgt dort 8,95 % und bei einer Überziehung werden 11 % berechnet. Könnte günstiger sein.  Die Verbraucherzentralen bemängeln diese ausufernenden Kosten schon lange. Jedoch hat es jeder selbst in der Hand, für Kontodeckung zu sorgen.","sparkonto.org","dkb"
"11.10.2016","4","Ich bin nun schon seit 2009 bei der DKB mit dem Standard Giro Konto und Visa Kreditkarte und sehr zufrieden. Ich habe mit den DKB Visa Karten bis jetzt in 13 verschiedenen Ländern Geld in unterschiedlichen Währungen abgeholt und nicht einmal ein Problem gehabt oder Abhebegebühren bezahlt. Das mit den Abhebegebühren im Ausland hat sich nun geändert wie ich las, manche Banken erheben sie nun und die DKB lässt den Kunden dann auch zahlen. Je nach Land gibt es doch eine Bank oder Bankengruppe welche keine Gebühren erhebt.  Als ich ausgeraubt worden bin, hat die DKB mir über den VISA Schutz nicht nur die geraubten 400? ersetzt sondern noch zusätzlich an die 100? Abhebegebühren bis zum Wiedererhalt der VISA Karte. Allerdings musste ich auch ein halbes Jahr am Telefon Druck machen. Ich bin sehr froh mit dem DKB Konto und habe es oft weiter empfohlen. Früher gab es auch noch verwendtbare Mengen an Bonuspunkten bei Freundeswerbung etc.. Ich habe mir damals für 2 geworbene Konten und zusammen 100.000 Punkten (Gegenwert ca. 100?) eine WMF Bratfanne, eine WMF Pfannenwenderset und einen tollen Sandwichtoaster gekauft. Jetzt ändert die DKB ihr Angebot. So wie ich es sehe wird es bei über 700? Geldeingang im Monat leicht besser und bei unter 700? Geldeingang im Monat leicht schlechter im Bezug auf Fremdwährungeinsatz und Dispozuinsen. Immerhin bleiben beide Optionen kostenlos, in Zeiten von Strafzinsen und selbst Gebühren bei der Postbank.  Natürlich hat die DKB als online bank keine Filialen. Als Tochter der Bayerischen Landesbank natürlich eine in München. Das hat mir allerdings nie zu schaffen gemacht. In Zeiten, in denen Bares sowieso auf dem absteigenden Ast ist, wobei die Deutschen sich gegenüber den Niederländern zum Beispiel sehr stäuben ihr Bares abzugeben, wird diese Funktion sowieso selten genutzt. Sauberes Geld kommt selten in großen Mengen in Bar vor. Abschließend ist zu sagen dass ich die DKB mit Ihrem DKB-Cash Konto an jeden weiter empfehlen würde, besonders aber an Reisende und junge Leute. Besonders in den heutigen Zeiten wird das Angebot der DKB absolut zwar leicht schlechter aber im Vergleich zum Markt und den anderen Banken wesentlich besser. Bis ich zum ersten mal Gebühren zahle werde ich auch weiter an jeden Automat gehen. Auch bei der Reisebank im Bahnhof, von deren Automaten ich mich mit einer normalen EC Karte sehr fern halten würde.","sparkonto.org","dkb"
"05.10.2016","5","Als 26 Jahre alter Weltreisender ist die DKB-Karte ein ständiger Begleiter auf meinen Reisen. Bis auf wenige Länder (z.B. Thailand) findet man - wenn auch manchmal nur, nachdem man ein bisschen gesucht hat - Geldautomaten, an denen man kostenlos Geld abheben kann. Dafür ist die DKB ideal, denn sie nutzt den Wechselkurs von VISA und nicht wie beispielsweise die Comdirect einen hausinternen Wechselkurs, der regelmäßig 1-2% schlechter ist. Als Student hatte ich die VISA-Karte in der ISIC-Version, sodass auch gleich ein kostenloser Studentenausweis dabei war. Auch sehr praktisch, damit das Portemonnaie nicht platzt. Ich sehe die geplante Umstellung auf ein Aktiv- bzw. Passivkundenmodell positiv, denn das bislang größte Manko wird damit behoben: Dass man keine Gebühren mehr beim Bezahlen mehr berappen muss. Dafür hatte ich bislang immer meine PayVIP Karte dabei, das kann ich mir nun sparen. 700 Euro Mindestgeldeingang sind auch nicht die Welt - die Postbank verlangt beispielsweise 3000 Euro! Negativ fällt mir auf, dass die DKB beim Versenden einer Ersatzkarte auch stets einen neuen PIN verschickt. Dies ist mir in den letzten Jahren mehrfach passiert (Umstellung auf Studentenkarte, jährliche Erneuerung der Studentenkarte, Portemonnaie verloren, zur Sicherheit seitens der Bank, ...), und neben der PIN ist beispielsweise die Erneuerung der Studentenkarte auch unglücklich, wenn man z.B. gerade im Ausland studiert. Immerhin werden auch bei Verlust hierfür keine Gebühren berechnet. Alles in allem kann ich die DKB uneingeschränkt weiterempfehlen.","sparkonto.org","dkb"
"13.09.2016","1","Vor einigen Tagen habe ich versucht, bei der DKB das Konto (DKB-Cash) zu eröffnen. Den Online-Antrag habe ich schnell ausgefüllt. In einer der Filiale der Deutschen Post AG habe ich mich leicht identifizieren lassen. Nach einigen Tagen habe ich ein Schreiben von der DKB erhalten, in dem mir abgesagt wurde. Der Grund der Absage wurde nicht genannt. Heute habe ich die DKB-Hotline angerufen, um nach dem Grund der Absage zu fragen. Die Antwort, die ich an der Hotline erhalten habe, hat mich auch nicht weitergebracht: geschäftspolitische Entscheidung. Auf meine Bitte mich mit denen Mitarbeitern verbinden, die mir präzisere Antwort geben könnten, habe ich auch eine Absage bekommen. Was ist es für ein Geheimnis, das ich nie erfahren darf?  Im Online-Antrag sind folgende Fragen: 1. Name; 2. Geschlecht; 3. Geburtsort und -datum; 4. Staatsangehörigkeit; 4. Geschlecht; 5. Nettoeinkommen; 6. Tätigkeit Da ich nie Schulden hatte, nie Mahnungen bekommen habe, schließe ich, dass mein SHUFA-Konto in Ordnung ist. Ich besitze eine Niederlassungsgenehmigung, also ein Aufenthaltstitel soll auch kein Problem sein.  Dann kann ich nur vermuten, dass ich von der DKB nach Geschlecht, ausgeübter Tätigkeit, Staatsangehörigkeit, Monatseinkommen oder Herkunft ausgeschlossen wurde.","sparkonto.org","dkb"
"23.08.2016","2","Ich bin seit fünf Jahren bei der DKB und war bisher immer zufrieden - solange man keinen Support braucht... Ich habe umgestellt auf pushTan-Verfahren, danach hat nichts mehr funktioniert und ich bin 40 Stunden nicht mehr an mein Konto gekommen. Die Hotline war immer überlastet ?rufen Sie später an? und auf E-Mails reagiert niemand. Das Angebot, zu einer festen Uhrzeit angerufen zu werden, die man per Mail mitteilen soll, hat auch niemand angerufen - auch zweimal versucht... und zu guter letzt - endlich jemanden von der Hotline erreicht, war die Dame sehr überheblich, Beschwerden bzgl Service werden nicht weitergegeben ?das ist nicht ihr Job?... Fazit: DKB ist gut, solange man keinen Service braucht, aber wehe wenn und dann noch eilig... ich überlege ernsthaft zu wechseln, es gibt ja genug Banken!","sparkonto.org","dkb"
"06.06.2016","5","Die Konteröffnung ging problemlos und schnell. Ich nutze das Onlinebanking jeden Tag und bin mehr als zufrieden mit der Erreichbarkeit.  Besonders hervorheben möchte ich den Kundenservice. Egal, ob telefonisch oder per Mail, Alles wird sofort erledigt und die Antworten sind jeweils mehr als umfassend. Das Aktienbrokerage funktioniert tadellos, wenngleich nicht immer in Realtime. Die niedrigen Transaktionskosten sind absolut angemessen und angesichts der guten Kommunikation jeden Cent wert. Ich kann nach den ""durchwachsenen"" Erfahrungen bei der Volksbank und den miesen Erfahrungen bei der Deutschen Bank den Schritt zur DKB nur wärmstens empfehlen. Jedes Anliegen wird ernst genommen und sofort erledigt, und das auch noch freundlich. Bei welcher Bank gibt's das noch?","sparkonto.org","dkb"
"19.05.2016","1","DKB Cash nur für deutsche Studenten - sollte es eigentlich auf der Website lauten.  Ich studiere seit 3 Jahren und lebe seit 2010 in Deutschland, habe trotz meines Studiums ein festes Einkommen.  Dennoch wurde mein Antrag aus firmenpolitischen Gründen abgelehnt... wohl wegen der Staatsangehörigkeit?","sparkonto.org","dkb"
"14.05.2016","1","Ich bin langjähriger Kunde bei der DKB und war eigentlich recht zufrieden. Ich habe dieses Konto eröffnet wegen den kostenlosen Bargeldabhebungen weltweit. Da ich überwiegend im Ausland unterwegs bin, ist das für mich sehr vorteilhaft. Die Fremdgebühren wurden mir bis jetzt immer zurückerstattet. Aber durch die Änderung der Konditionen ist die Karte ab den 1.6. unbrauchbar, denn da werden keine Fremdgebühren erstattet. Ich werde bestimmt nicht jeden Automaten prüfen, ob die keine Gebühren verlangen. Durch meine eigene Internetrecherche habe eine Alternative gefunden. Die 1plusCard der Santander Consumer Bank ist die einzige verbliebene Kreditkarte, mit der man kostenlos Bargeld abheben kann und die Fremdgebühr auf Antrag erstattet bekommt.","sparkonto.org","dkb"
"14.05.2016","1","Die DKB wirbt mit einem kostenfreien Girokonto für Kinder.  Naturgemäß müssen sich vorher beide Elternteile per Postidentverfahren legitimieren.  Online ist die Kontoeröffnung für uns beide als Elternteile nicht möglich, weil uns die Onlineprüfung schon vorher mitteilt, daß wir beide als Kunden nicht gewünscht sind. Uns wird nicht mitgeteilt, warum genau. Aber die Ablehnungen stehen unwiderrufbar.  Bei über 3 Millionen Kunden kann man sich offenbar die Neukunden aussuchen.  Somit kann man auch die Girokonten für unsere beiden Töchter knicken.  Die DKB ist die ehemalige Staatsbank der DDR. Die Strukturen sind wie gehabt vorhanden und die Neukunden werden nach Gutdünken aussortiert oder konsequent ausgeschlossen. Nach welchem Muster kann man nur erahnen. Welche Auskunfteien herangezogen werden (Schufa, Creditreform usw.). Wenn das nicht passt, fliegt eben raus und erhält keine Konten.  Einfach, aber effektiv. Und das es auch unbelastete Neukunden trifft, interessiert nicht.  Lassen wir es eben. Weiter suchen.  Das widerspricht klar dem Prinzip des Staates für ein Jedermann-Konto, d.h. jeder Bürger hat das Recht auf ein Konto und der Kontoinhaber ist besonders geschützt. Das Gesetz sollte Mitte März 2016 verabschiedet werden.  Aber die DKB weiß davon sicher nichts?","sparkonto.org","dkb"
"19.02.2016","5","Eines möchte ich Vorweg nehmen: Die DKB ist sehr unpersönlich - und das ist gut so! Genau das möchte ich nämlich - ich möchte von meiner Bank, dass sie mein Geld aufbewahrt - möglichst sicher! Ich möchte nicht ständig Post bekommen, weder mit Werbung noch mit Kontoauszügen oder ähnlichem. Ich möchte nicht ständig meinen Kundenbetreuer besuchen und ich muss nicht persönlich zu meiner Bankfiliale rennen, um Geld abzuheben oder Überweisungen zu tätigen. Ich versuche Papierberge und ähnliches zu vermeiden, deswegen bin ich sehr froh, dass ich bei der DKB sämtliche Kontoauszüge online gesammelt habe - dort darauf zugreifen kann und sie nicht zuhause bei mir rumfliegen habe. Da würde ich sie ohnehin nur verlieren. Also bitte den Müll und den Druckaufwand sparen (an die Umwelt denken!) und online alles gesichert haben. Danke DKB! Ich möchte auch nicht, tausend Mal benachrichtigt werden, wenn meine Maestro- oder Visakarte abläuft - bei der DKB bekomme ich die ohne Aufforderung oä einfach rechtzeitig zugeschickt. In der Regel, bevor ich selbst merke, dass sie abgelaufen ist! Auch die TANS bekomme ich zugeschickt, bevor sie mir ausgehen - gut, die bekomme ich in Papierform - muss ich mich schlau machen, ob ich das auch umstellen kann. Ich hab auch schon mehrfach meine Adresse geändert - ohne großen Aufwand, einfach online! Zusätzlich bin ich sehr begeistert von meiner kostenlosen Kreditkarte, mit der ich sowohl in In- als auch Ausland kostenlos Geld abheben kann. Das ist mir sehr wichtig, da ich nicht ewig nach dem passenden Automaten suchen möchte. Achtung - mit der Maestro kostet das Gebühren! Einen Hinweis zu der Kreditkarte: Erstmal hat sie ein Limit von 100 Euro im Monat - meine Freundin hat das übersehen und im Urlaub dann kein Geld mehr bekommen. Allerdings standen ihr die Mitarbeiter der Kundenhotline sofort mit Rat und Tat zur Seite! Also auch hier ein Plus! Überweisungen kommen übrigens sehr schnell an. Schwierig ist es natürlich, wenn man immer wieder Bargeld-Einzahlungen tätigen möchte - da ist die DKB meiner Meinung nach, nicht die richtige Wahl.","sparkonto.org","dkb"
"16.02.2016","3","Im Großen und Ganzen bin ich zufriedener Kunde der DKB, allerdings fehlen mir ehrlich gesagt auch überzeugende Alternativen. Ich habe mich für diese Bank entschieden, da ich viel im Ausland unterwegs bin und das Angebot ""weltweit kostenlos Geld abzuheben"" hat mich sehr gelockt. Und natürlich die nicht vorhandenen Kontoführungsgebühren, auch ohne geregeltes Gehalt (arbeite freiberuflich - da ist das wirklich ein großer Vorteil!!).  Als mir mitten im Sri Lanka-Urlaub allerdings mein Konto gesperrt wurde, war ich dementsprechend verzweifelt. Zwar haben Mitarbeiter versucht mit telefonisch zu erreichen, auf Sri Lanka allerdings nicht so einfach... Letztendlich waren das Vorsichtsmaßnahmen, da man Auslandsaufenthalte wohl der Bank mitteilen muss. Ist das überall so? Bei der DKB ist es zumindest so. Wusste ich nicht - das nächste Mal mache ich es besser. Zurück in Deutschland wurde mein Konto auch sehr schnell wieder freigeschalten (nach einem kurzen Anruf). Der Schrecken saß aber trotzdem lange in den Knochen, als die Bankautomaten mir gesagt haben, dass ich kein Geld abheben könne - meine erste Befürchtung war, ich wäre beklaut worden... Zum Glück war ich nicht alleine...","sparkonto.org","dkb"
"16.02.2016","4","Ich bin seit ca. 5 Jahren Kunde der DKB (Giro- und Visakonto), da sie mir zu der Zeit (ich bin frisch nach Deutschland gezogen und brauchte dort natürlich ein Konto ohne hohe Kontoführungsgebühren) vor allem unkompliziert vorkam. Durch einen Tipp bin ich auf die DKB aufmerksam geworden und seitdem zufriedener Kunde.  Diese Bank ist vor allem für Personen geeignet, die keinen Wert darauf legen, ständig im Kontakt mit dieser zu sein. Das bedeutet aber nicht, dass der Kundenservice schlecht ist - ganz im Gegenteil! Bei Problemen wird rasch und unkompliziert geholfen und bei auffälligen Abbuchungen wurde ich als Kunde sofort informiert! Für viele ist es ein Nachteil, dass es kaum Einzahlungsmöglichkeiten gibt - gut nachvollziehbar, brauchte ich bisher allerdings nicht. Da ich es aus Österreich gewohnt bin, dass ich mit jeder EC-Karte bei jedem Automaten Geld (kostenlos) abheben kann, ist die DKB-Visakarte - mit der ich an den Automaten kostenlos Geld holen kann - eine große Erleichterung! Einzig die hohen Visa-Gebühren (nur außerhalb der Eurozone!!) sind für mich ein Nachteil. Im Vergleich zu anderen Angeboten überwiegen allerdings die Vorteile eindeutig!","sparkonto.org","dkb"
"16.01.2016","2","DKB Bank sperrt einfach ohne Voranmeldung den Internetzugang, obwohl kein wichtiger Grund besteht und Konto weit im Plus ist.  Service Mitarbeiter können nicht helfen, versprechen Rückruf der nicht eingehalten wird. Es heißt, es handelt sich bei der Sperrung nicht um einen Fehler im System, sondern ist von DKB beabsichtigt - angeblich weil man Daten abgleichen möchte (???). Seit Tagen wird man somit von der Bank absolut im Stich gelassen. Eine solche Sperre ist rechtlich nicht zulässig, was die Bank nicht weiter interessiert. Da hilft einen die ganzen Vorzüge der DKB nicht, wenn man so behandelt wird. Es bestand zu keinem Zeitpunkt ein Grund, das Konto war seit Jahren nicht im Dispo.","sparkonto.org","dkb"
"01.10.2015","1","Seit einigen Jahren verfügen wir ein DKB-Konto. Positiv:  kostenlose Visa-Karte Gratis-Kontoführung (beide Merkmale, die alelrdings von vielen anderen Online-Banken angeboten werden) Negativ: Langsames Kundenservice Abzocke bei interner Überweisung: Will man sein Kreditkartenkonto auffüllen (und somit *inenrhalb desselben DKB-Kontos* überweisen!), wird der Betrag zwar sofort vom Hauptkonto abgebucht, erscheint aber erst am nächsten Tag im Kreditartenkonto. Dies widerspricht sogar die AGB der DKB welche besagen, dass Beträge, die vor 11 Uhr Vormittags überwiesen werden, am selben Tag am Konto erscheinen. Unseriös. Wir halten Ausschau nach faireren Banken, soweit dies kein Widerspruch ist..","sparkonto.org","dkb"
"24.09.2015","1","Die Online Eröffnung des DKB U18 geht sehr schnell, aber die Unterlagen sollen im Original eingeschickt werden, so soll eine Geburtsurkunde, Sorgerechtsanerkennung eingeschickt werden!  So leider nicht - dann lieber ein anderes Institut für ein Jugendkonto","sparkonto.org","dkb"
"12.09.2015","1","DKB hält Zusage nicht ein, das Bargeld-Bezug im Ausland kostenfrei ist Wir haben eine VISA-Kreditkarte bei DKB  nach einer Türkeireise schrieben an DKB: Sehr geehrter Damen und Herren, am 30.0x.201x haben wir am Flughafen Antalya (Türkei) 800 Türkische Lira an einem Geldautomaten der TEB-Bank mit VISA-Kennzeichnen gezogen. (siehe Scan des Belegs) Der Kurs betrug 1TL = 0,3112 EUR Bedeutet: 800TL = 248.96 EUR Mein DKB-Visa-Konto wurde allerdings mit EUR 262.65 belastet. Die Differenz beträgt somit EUR 13.69.  Dies ist die ausgewiesene Transaktionsgebühr von 5.5% Ich beziehe mich auf die Zusage der DKB, wonach Bargeldbezug im Ausland ausnahmslos gebührenfrei erfolgt (Die DKB hat ein Versprechen abgegeben, dass ihre Kunden weltweit kostenfrei Bargeld mit der Visa Card abheben können. Und dazu steht sie zu 100 Prozent!) und beantrage hier die Rückerstattung der Bearbeitungsgebühren in Höhe von EUR 13.69. DKB antwortete wie folgt: Grundsätzlich sind Bargeldabhebungen am Geldautomaten mit Ihrer DKB-VISA-Card kostenfrei. Einige Geldautomatenbetreiber und auch Händler in Nicht-Euro-Ländern bieten die sofortige Umrechnung in Euro an. Allerdings rechnen die Automatenbetreiber und Händler bei Nutzung dieses Services häufig einen Kursaufschlag mit ein, der Sie deutlich schlechter stellt als bei Abrechnung in Landeswährung. Unsere Tipps: - Nehmen Sie sich Zeit und schauen sich die Anzeige am Geld- automaten und im Handel genau an. - Wählen Sie stets die Abrechnung in Landeswährung, damit Sie bei der DKB einen Umrechnungskurs ohne Aufschläge erhalten. - Brechen Sie den Vorgang ab, wenn Sie Bedenken haben und wählen Sie einen Geldautomaten einer anderen Bank. Sofern Sie keine Möglichkeit hatten, für die Abrechnung der gewünschten Beträge die Landeswährung auszuwählen, bitten wir um ergänzende Informationen (wann und wo wollten Sie verfügen, welchen Betrag wollten Sie abheben, welche Möglichkeiten bot der Geldautomat an), damit wir Ihren Fall an VISA zur Prüfung weiterleiten können. Wir werden Ihren Fall an VISA zur Prüfung weiterleiten. Denn die Betreiber beziehungsweise Händler müssen dem Nutzer der Geldautomaten die Wahl lassen, ob die Abrechnung in Euro oder in Landeswährung erfolgen soll. Bitte haben Sie jedoch Verständnis, dass wir weiterhin keine Erstattung vornehmen. Für Ihre Fragen sind wir gern Ihr Ansprechpartner. Mit freundlichen Grüßen Ihre Deutsche Kreditbank AG","sparkonto.org","dkb"
"24.08.2015","2","Ich besitze seit 2007 ein DKB-Cash-Paket, das aus Girokonto, Kreditkarte und einem Verfügungsrahmen von anfangs 1300  bestand. Dies ist später auf 1900  ausgeweitet worden. (Mehr wäre möglich gewesen, wenn ich das Girokonto als Erstkonto benutzt hätte, auf dem also Gehälter etc. unmittelbar ausgezahlt werden. Ich besitze aber schon ein Girokonto bei der Postbank und wollte nur ein Zweites für das Geld, das ich nicht für zu erwartende Zahlungen zurückhalten muss. Außerdem wollte ich gerne die durchaus günstige Kreditkarte nutzen). Ich war mit dem Angebot fast durchgehend zufrieden! Einmal sollte die Benutzbarkeit der Kreditkarte (Möglichkeit der Überweisung von Geld direkt auf die Karte) eingeschränkt werden, aber das ließ sich mittels angedrohter Kündigung abwenden. Schwer enttäuscht wurde ich jedoch diesen Monat, als mein Kreditkartenlimit plötzlich ohne jede Vorwarnung gelöscht worden ist, und ich nicht mehr die Anreise an meinen Arbeitsort (Zweitwohnsitz, anderes Bundesland) damit bezahlen konnte! Als Grund wurde die Überziehung meines Dispokredites angegeben, aber das ist Unsinn, weil ich diesen mehrmals überzogen und nach Erinnerung immer wieder in kürzester Zeit ausgeglichen hatte. Auch gilt dieser für das Girokonto und hat mit der Kreditkarte selbst nichts zu tun. (Ich konnte nur zur Arbeit fahren, weil ich ja noch mein Konto bei der Postbank hatte und auch mittels Sofortüberweisung bezahlen konnte.) Eine Kreditkarte, die plötzlich nicht mehr eingesetzt werden kann ist wertlos! Besonders schlimm ist, dass es nicht die geringste Vorwarnung gab - nicht einmal per E-Mail! Auch mehrmalige Anfragen beim DKB Kundendienst, der auch noch schwer zu erreichen ist (beim Schreiben der Nachricht auf der Webseite läuft das Timeout aus! Man kann also nicht in Ruhe sein Anliegen formulieren bzw. muss mehrmals ansetzen) haben keine zufriedenstellende Erklärung seitens der DKB zur Folge gehabt sondern ziemlich armselige, teilweise respektlose Erklärungsversuche, in denen auf die wesentlichen Punkte nicht eingegangen worden ist. Wer also einen seriösen und zuverlässigen Anbieter sucht, sollte sich tunlichst bei den zahlreichen Mitanbietern auf die Suche begeben.","sparkonto.org","dkb"
"29.07.2015","1","Auf der Suche nach einem kostenlosen Girokonto wollte ich kürzlich eines online bei der DKB eröffnen. Die Bank schien mir geeignet, weil 3 Millionen Kunden sich nicht täuschen können und derzeit sogar eine Verzinsung von 0,7 % gezahlt wird. Das ist mehr, als viele Banken fürs Tagesgeld zahlen. Nachdem ich alle Daten eingegeben hatte, wurde ich ABGELEHNT!! Keine Angabe, warum. Einfach nur abgelehnt. Mir ist das schlichtweg ein Rätsel. Es liegen regelmäßige Einkommen vor, die Schufa- und Creditreform Auskünfte sind okay. Es gibt eigentlich nichts, was gegen ein DKB-Girokonto spricht. Oder doch? Mir fällt ein, daß ich vor ca. vier Jahren dort bereits einmal ein Girokonto hatte und dieses so gut wie gar nicht genutzt habe. Letztendlich habe ich es dann gekündigt. Ausschlaggebend dafür war, daß es bei uns in der Gegend keine Bank gab, wo man kostenfrei Geld abheben konnte. Offenbar ist das jetzt anders, weil sich fast alle Onlinebanken und -broker in sog. Cashpools zusammengeschlossen haben. Als Kunde der Netbank kann man beispielsweise in einer Filiale der Sparda-Banken Geld abheben und Kontoauszüge ausdrucken.  Vielleicht lags aber auch daran, daß die DKB an bayerischen Kunden wenig bis gar nicht interessiert ist. Als ich 2011 eine Photovoltaikanlage finanzieren wollte, fragte ich auch bei der DKB wegen eines Kredits im mittleren fünfstelligen Bereich an. Die DKB war damals eine der wenigen Banken, die diese Photovoltaik-Kredite anboten. Einkommensnachweise, Versicherungsunterlagen, Angebote der PV-Anlagenbauer usw. Alles Erdenkliche sendete ich an die DKB. Bis schlußendlich eine ABSAGE kam!  Die DKB war nicht bereit, mir mein Vorhaben zu finanzieren. Wieder keine Angabe des Ablehnungsgrundes. Einfach nichts. Lapidar: Wir können ihr Vorhaben nicht unterstützen. Heute wie damals empfinde ich diese Ablehnung als absolute Frechheit und nicht notwendige Brüskierung. Im nachhinein betrachtet und wo mir alles wieder einfällt und ich die alten Unterlagen gewälzt habe, frage ich mich, warum ich überhaupt versucht habe, dort wieder ein Girokonto zu eröffnen. Die wollen mich einfach nicht. Na ja, bei 3 Millionen Kunden könen Sie auf jemanden aus dem widerspenstigen Bayern gerne verzichten. Schon Bismarck lag ja mit unserem Ludwig oft im Klinsch, bis sie sich schlußendlich doch zusammengetan haben. Das wird mir mit der DKB aber auf Lebenszeit nicht mehr passieren! Ich habe mich nun für ein Girokonto bei der Norisbank entschieden. Zwar keine Guthabenverzinsung, aber immerhin ohne Mindestgeldeingang und kostenfrei. Fazit: Wenn ich 0 Sterne vergeben könnte, die DKB hätte es verdient. So gibt`s mit Bauchschmerzen 1 Stern. Kunden ohne nähere Begründung abzulehnen und sie vor dem Kopf zu stossen, da ist eigentlich der eine Stern schon viel zu gut gemeint.","sparkonto.org","dkb"
"13.07.2015","1","Ich war seit fast 8 Jahren Kunde bei DKB mit regelmäßigem Geldeingang. In diesen Jahren habe ich keine finanziellen Probleme gehabt, bzw. keinen negativen Schufa-Eintrag. Dieses Jahr habe ich das erste mal für private Zwecke bei der Bank einen Kredit beantragt. Der Kredit wurde erst zugesagt, ich musste aber eine sehr teuere Versicherung inkauf nehmen. Als ich wieder neuen Kredit ohne Versicherung beantragt habe, wurde sofort abgesagt. Bei der Postbank habe ich den Kredit ohne Versicherung und ganz schnell bekommen, obwohl ich für sie ein fremden Kunde war. Es hat mir wirklich weh getan, dass meine Hausbank in schwierigen Zeiten alleine lässt.  Ein weiterer negativer Punkt ist das Online-Portal der DKB. Die Kontoauszüge werden unregelmäßig erstellt. Keine App oder SMS-Tan bei Banking. Kreditkarte nur mit Prepaid-Funktion. Positiv: Günstige Konditionen und DAS WARS. Also ihr könnt hier gut sparen aber wenn ihr eines Tages die Bank braucht, müsst ihr bei anderen Fragen.","sparkonto.org","dkb"
"10.06.2015","1","Benutze die Kreditkarte seit ca. 5 Monaten mit dem zwangläufig parallelem Girokonto. Seit ca. 8 Wochen kann ich das Girokonto aufgrund von Fehlern im Push-Tan-Verfahren nicht nutzen und werde immer wieder von unterschiedlichen Mitarbeitern des DKB vertöstet. Passiert ist allerdings, bis auf die widersprüchlichen Aussagen der jeweiligen völlig überforderten Kundendienstmitarbeitern rein gar nix. Wer einen zuverlässigen Partner in Sachen Kreditkarte sucht und womöglich nicht 8 Wochen warten kann, bis Zahlungen generiert und durchgeführt werden, dem rate ich dringend, die Finger von der DKB zu lassen und sich einen zuverlässigen und seriösen Anbieter zu suchen.","sparkonto.org","dkb"
